season_name,player_id,player_name,guaranteed_compensation_1,offensive_goals_added_90_proj
2023,NWMWnVEQlz,Lorenzo Insigne,14000000.0,0.18509810489841128
2023,vzqorrRk5a,Carles Gil,3545830.0,0.1215171459524043
2023,Oa5wY8RXQ1,Hany Mukhtar,1926250.0,0.10888688657523272
2023,wvq90Ym5Wn,Xherdan Shaqiri,8153000.0,0.0981998525303725
2023,Pk5LedyLqO,Thiago Almada,2332000.0,0.09621159503546248
2023,kRQabvYbMK,Walker Zimmerman,2345210.0,0.08022255090525997
2023,EGMPVykqaY,Andreu Fontàs,1125000.0,0.07493990131463436
2023,Pk5LgAwOMO,Juan Hernández,2886000.0,0.0719749564306293
2023,Oa5wVzeWM1,José Cifuentes,411750.0,0.07134437008493281
2023,ljqE2VkOQx,Luciano Acosta,2222850.0,0.07056399752836738
2023,gOMn6oPAMw,Federico Bernardeschi,6256320.0,0.0673074781036246
2023,gpMOa0lnqz,Luiz Araújo,4480330.0,0.06716288044981238
2023,315VXoL7Q9,Emanuel Reynoso,1066910.0,0.06480308454460414
2023,2lqRk1raQr,Kamal Miller,345000.0,0.059757384302668415
2023,eV5DWXJMKn,Chicharito,7443750.0,0.058664073026511096
2023,eV5D9A9qKn,Sebastián Blanco,1708000.0,0.05723218554693067
2023,315VXPJEQ9,Julio Cascante,337500.0,0.05576969681728465
2023,vzqorjWv5a,Alexander Callens,814000.0,0.05171261557630817
2023,odMXRxV2qY,Denis Bouanga,2083330.0,0.048478063015119935
2023,4JMA9R42MK,Adam Buksa,1106250.0,0.04824403496348979
2023,gpMOz1KyQz,Diego Rubio,629583.0,0.04725380486762402
2023,a35rlRnwQL,Francisco Calvo,925937.0,0.04322312601013482
2023,KAqB9bKv5b,Joel Waterman,133909.0,0.0424569134928467
2023,gjMNrbKMKp,Christian Benteke,4182780.0,0.0421888084311448
2023,kRQa22abMK,Bill Tuiloma,304450.0,0.04126238057516643
2023,KAqB9XzA5b,Alan Franco,667500.0,0.04068710655964386
2023,KPqjzJ2q6v,Maximiliano Morález,1300000.0,0.039520731971541455
2023,2vQ14d4xqr,Riqui Puig,1695000.0,0.03951384930997727
2023,Oa5wJkgM14,Carlos Vela,4050000.0,0.03802628531221761
2023,KPqjKkPNQ6,Brandon Bye,343813.0,0.03748266310706887
2023,zeQZJ7YgQK,Rudy Camacho,554000.0,0.03734139673117229
2023,7VqGj7ee5v,Lassi Lappalainen,540000.0,0.03674666881521267
2023,KXMe4l1Q64,Alejandro Bedoya,1110000.0,0.03606192910651897
2023,gOMnR0wlMw,Julian Gressel,969781.0,0.035650822533363574
2023,KXMeklJ1q6,Valentín Castellanos,1076000.0,0.03466722560131395
2023,e7Mz9GBOQr,Mikael Uhre,1666250.0,0.03411998738799422
2023,4JMAaRwPMK,Héctor Herrera,5246880.0,0.033972877508707186
2023,gjMNReABMK,Marcelino Moreno,568333.0,0.03286715125385654
2023,p6qbOeRXQ0,Jordan Morris,1370100.0,0.031927856208798636
2023,gOMnYZnAQw,Mamadou Fall,118750.0,0.031090245948764993
